ID	CONCEPT	DOCULECT	COUNTERPART	TOKENS
401	(3Sg animate all-purpose possessor)	Ben_Tey	ɛ́rⁿɛ́	ɛ́ r̃ ɛ́
402	(3Sg animate all-purpose possessor)	Najamba	mó	m ó
403	(3Sg animate all-purpose possessor)	Najamba	mɔ́ bɔ̀	m ɔ́ # b ɔ̀
404	(3Sg animate all-purpose possessor)	Najamba	mɔ́ yɛ̀	m ɔ́ # j ɛ̀
405	(3Sg human alienable possessor, all forms)	Jamsay_Douentza	wó	w ó
406	(3Sg human alienable possessor, all forms)	Perge_Tegu	wó	w ó
407	(3Sg human alienable possessor, all forms)	Yorno_So	wòmɔ̀	w ò m ɔ̀
408	(3Sg human all-purpose possessor)	Togo_Kan	wó	w ó
409	(3Sg human all-purpose possessor)	Tomo_Kan_Segue	wò	w ò
410	(3Sg human all-purpose possessor)	Toro_Tegu	wɔ̀	w ɔ̀
411	(3Sg human inalienable possessor)	Jamsay_Douentza	wò	w ò
412	(3Sg human inalienable possessor)	Perge_Tegu	wò	w ò
413	(3Sg human inalienable possessor)	Yorno_So	wó	w ó
414	(3Sg human pronoun)	Jamsay_Douentza	wó	w ó
415	(3Sg human pronoun)	Perge_Tegu	wó	w ó
416	(3Sg human pronoun)	Tiranige	nà	n à
417	(3Sg human pronoun)	Tiranige	náwⁿ	n á w̃
418	(3Sg human pronoun)	Togo_Kan	wó	w ó
419	(3Sg human pronoun)	Tomo_Kan_Segue	wó	w ó
420	(3Sg human pronoun)	Toro_Tegu	wó	w ó
421	(3Sg human pronoun)	Yorno_So	wó	w ó
422	(3Sg human subject pronominal)	Togo_Kan	wó	w ó
423	(3Sg human subject pronominal)	Toro_Tegu	wɔ́	w ɔ́
424	(3Sg human subject pronominal)	Tomo_Kan_Diangassagou	wò	w ò
425	(3Sg inanimate alienable possessor, all forms)	Jamsay_Douentza	kó	k ó
426	(3Sg inanimate all-purpose possessor)	Ben_Tey	kú	k ú
427	(3Sg inanimate all-purpose possessor)	Najamba	kó	k ó
428	(3Sg inanimate all-purpose possessor)	Tomo_Kan_Segue	kò	k ò
429	(3Sg inanimate all-purpose possessor)	Toro_Tegu	kɔ̀	k ɔ̀
430	(3Sg inanimate inalienable possessor)	Jamsay_Douentza	kò	k ò
431	(3Sg inanimate pronoun)	Ben_Tey	kú	k ú
432	(3Sg inanimate pronoun)	Jamsay_Douentza	kɔ́	k ɔ́
433	(3Sg inanimate pronoun)	Najamba	kó	k ó
434	(3Sg inanimate pronoun)	Nanga	kú	k ú
435	(3Sg inanimate pronoun)	Perge_Tegu	kó	k ó
436	(3Sg inanimate pronoun)	Tebul_Ure	kú	k ú
437	(3Sg inanimate pronoun)	Togo_Kan	kó	k ó
438	(3Sg inanimate pronoun)	Tomo_Kan_Segue	kó	k ó
439	(3Sg inanimate pronoun)	Toro_Tegu	kó	k ó
440	(3Sg inanimate pronoun)	Yanda_Dom	kó	k ó
441	(3Sg inanimate pronoun)	Donno_So	kó	k ó
442	(3Sg inanimate subject pronominal)	Jamsay_Douentza	kɔ	k ɔ
443	(3Sg inanimate subject pronominal)	Togo_Kan	kó	k ó
444	(3Sg inanimate subject pronominal)	Toro_Tegu	=kɔ́	k ɔ́
445	(3Sg inanimate subject pronominal)	Tomo_Kan_Diangassagou	kò	k ò
446	(Accusative)	Ampari	gí	ɡ í
447	(Accusative)	Ben_Tey	=ǹ	ǹ
448	(Accusative)	Ben_Tey	=nì	n ì
449	(Accusative)	Bunoge	ŋgù	ŋ ɡ ù
450	(Accusative)	Najamba	gì	ɡ ì
451	(Accusative)	Nanga	ŋ	ŋ
452	(Accusative)	Penange	ŋ	ŋ
453	(Accusative)	Tebul_Ure	gì	ɡ ì
454	(Accusative)	Tiranige	gì	ɡ ì
455	(Accusative)	Tomo_Kan_Segue	lí	l í
456	(Accusative)	Yanda_Dom	ì:	ìː
457	(Accusative)	Yanda_Dom	ỳ	j̀
458	(Accusative)	Yorno_So	ỳ	j̀
459	(Accusative)	Dogul_Dom	=ỳ	j̀
460	(Accusative)	Donno_So	=ŋ	ŋ
461	(adjectival class suffixes if different from nouns)	Ampari	bó	b ó
462	(adjectival class suffixes if different from nouns)	Ben_Tey	w	w
463	(adjectival class suffixes if different from nouns)	Tebul_Ure	go	ɡ o
464	(adjectival class suffixes if different from nouns)	Tebul_Ure	gɔ	ɡ ɔ
465	(adjectival class suffixes if different from nouns)	Tebul_Ure	ŋgo	ŋ ɡ o
466	(adjectival class suffixes if different from nouns)	Tebul_Ure	ŋgɔ	ŋ ɡ ɔ
467	(animate plural suffix including human, nouns)	Najamba	mbo	m b o
468	(animate plural suffix including human, nouns)	Tebul_Ure	mbo	m b o
469	(animate plural suffix including human, nouns)	Tebul_Ure	mbɔ	m b ɔ
470	(animate plural suffix including human, nouns)	Yanda_Dom	mù	m ù
471	(animate singular suffix including humans, nouns)	Bankan_Tey	m	m
472	(animate singular suffix including humans, nouns)	Ben_Tey	m	m
473	(animate singular suffix including humans, nouns)	Nanga	ŋ	ŋ
474	(causative suffix, with minor variants parenthesized)	Ampari	mi	m i
475	(causative suffix, with minor variants parenthesized)	Ben_Tey	wv́	w v́
476	(causative suffix, with minor variants parenthesized)	Bunoge	mì	m ì
477	(causative suffix, with minor variants parenthesized)	Jamsay_Douentza	wv́	w v́
478	(causative suffix, with minor variants parenthesized)	Najamba	m	m
479	(causative suffix, with minor variants parenthesized)	Nanga	mí	m í
480	(causative suffix, with minor variants parenthesized)	Penange	mì	m ì
481	(causative suffix, with minor variants parenthesized)	Perge_Tegu	wv́	w v́
482	(causative suffix, with minor variants parenthesized)	Tebul_Ure	m	m
483	(causative suffix, with minor variants parenthesized)	Tiranige	m	m
484	(causative suffix, with minor variants parenthesized)	Togo_Kan	mv	m v
485	(causative suffix, with minor variants parenthesized)	Tomo_Kan_Segue	mí	m í
486	(causative suffix, with minor variants parenthesized)	Tomo_Kan_Segue	rí	r í
487	(causative suffix, with minor variants parenthesized)	Toro_Tegu	kv́	k v́
488	(causative suffix, with minor variants parenthesized)	Toro_Tegu	mv́	m v́
489	(causative suffix, with minor variants parenthesized)	Yanda_Dom	mɛ́	m ɛ́
490	(causative suffix, with minor variants parenthesized)	Yanda_Dom	mɔ́	m ɔ́
491	(causative suffix, with minor variants parenthesized)	Mombo	-mì	m ì
492	(causative suffix, with minor variants parenthesized)	Tomo_Kan_Diangassagou	-mí	m í
493	(causative suffix, with minor variants parenthesized)	Donno_So	-mv	m v
494	(causative suffix, with minor variants parenthesized)	Donno_So	-gvlv	ɡ v l v
495	(Dative postposition)	Ampari	ga	ɡ a
496	(Dative postposition)	Ben_Tey	mà:	m àː
497	(Dative postposition)	Ben_Tey	mâ:	m âː
498	(Dative postposition)	Jamsay_Douentza	lè	l è
499	(Dative postposition)	Najamba	mà	m à
500	(Dative postposition)	Nanga	bay	b a j
501	(Dative postposition)	Perge_Tegu	lè	l è
502	(Dative postposition)	Togo_Kan	=ǹ	ǹ
503	(Dative postposition)	Togo_Kan	nì	n ì
504	(Dative postposition)	Tomo_Kan_Segue	ló	l ó
505	(Dative postposition)	Tomo_Kan_Segue	wá	w á
506	(Dative postposition)	Toro_Tegu	dé	d é
507	(Dative postposition)	Toro_Tegu	dè	d è
508	(Dative postposition)	Yanda_Dom	bènà	b è n à
509	(Dative postposition)	Yorno_So	le	l e
510	(Dative postposition)	Tebul_Ure	bènè	b è n è
511	(Dative postposition)	Donno_So	lè	l è
512	(definite, invariant morpheme)	Ben_Tey	kù	k ù
513	(definite, invariant morpheme)	Bunoge	nɔ̀	n ɔ̀
514	(definite, invariant morpheme)	Jamsay_Douentza	kùⁿ	k ũ̀
515	(definite, invariant morpheme)	Penange	è	è
516	(definite, invariant morpheme)	Perge_Tegu	kùⁿ	k ũ̀
517	(definite, invariant morpheme)	Perge_Tegu	ŋ̀	ŋ̀
518	(definite, invariant morpheme)	Tebul_Ure	ǹ	ǹ
519	(definite, invariant morpheme)	Tiranige	rì	r ì
520	(definite, invariant morpheme)	Yorno_So	gɔ̀	ɡ ɔ̀
521	(definite, invariant morpheme)	Yorno_So	ŋɛ̀	ŋ ɛ̀
522	(definite, invariant morpheme)	Dogul_Dom	ŋ̀	ŋ̀
523	(definite, invariant morpheme)	Donno_So	gɔ̀	ɡ ɔ̀
524	(definite, invariant morpheme)	Donno_So	ɔ̀	ɔ̀
525	(definite, showing agreement, all forms)	Nanga	nɛ́	n ɛ́
526	(definite, showing agreement, all forms)	Toro_Tegu	kúnú	k ú n ú
527	(definite, showing agreement, all forms)	Yanda_Dom	gɛ̀	ɡ ɛ̀
528	(defocalized simple perfective: ending, tone)	Tebul_Ure	ɛ̀:	ɛ̀ː
529	(defocalized simple perfective: ending, tone)	Toro_Tegu	sɔ̀	s ɔ̀
530	(e.g. bird) fly	Ampari	kíríyò	k í r í j ò
531	(e.g. bird) fly	Bankan_Tey	kísíyé	k í s í j é
532	(e.g. bird) fly	Ben_Tey	kísíyé	k í s í j é
533	(e.g. bird) fly	Bunoge	píllè	p í l l è
534	(e.g. bird) fly	Gourou	píré	p í r é
535	(e.g. bird) fly	Jamsay_Douentza	círé	tʃ í r é
536	(e.g. bird) fly	Mombo	pílyê:	p í l j êː
537	(e.g. bird) fly	Najamba	pílíy	p í l í j
538	(e.g. bird) fly	Najamba	pìlìyè	p ì l ì j è
539	(e.g. bird) fly	Najamba	píríy	p í r í j
540	(e.g. bird) fly	Najamba	pìrìyè	p ì r ì j è
541	(e.g. bird) fly	Nanga	kísíyé	k í s í j é
542	(e.g. bird) fly	Penange	pírígè	p í r í ɡ è
543	(e.g. bird) fly	Perge_Tegu	kíríyé	k í r í j é
544	(e.g. bird) fly	Tebul_Ure	cíllí:	tʃ í l l íː
545	(e.g. bird) fly	Tiranige	pílíyó	p í l í j ó
546	(e.g. bird) fly	Togo_Kan	kìrí kírì:	k ì r í # k í r ìː
547	(e.g. bird) fly	Tommo_So	kíílíyé	k íː l í j é
548	(e.g. bird) fly	Toro_Tegu	círó	tʃ í r ó
549	(e.g. bird) fly	Toro_Tegu	círú	tʃ í r ú
550	(e.g. bird) fly	Yanda_Dom	kílíyé	k í l í j é
551	(e.g. bird) fly	Yanda_Dom	kílíyélì	k í l í j é l ì
552	(e.g. bird) fly	Yorno_So	kílɛ́:	k í l ɛ́ː
553	(e.g. bird) fly	Yorno_So	kílí:	k í l íː
554	(e.g. bird) fly	Donno_So	kíl-è:-	k í l èː
555	(e.g. bird) fly	Donno_So	kíl-ì-ỳ	k í l ì j̀
556	(e.g. tire, balloon) be inflated	Bangime	píndù pìndù	p í n d ù # p ì n d ù
557	(e.g. tire, balloon) be inflated	Bankan_Tey	bá	b á
558	(e.g. tire, balloon) be inflated	Ben_Tey	píté	p í t é
559	(e.g. tire, balloon) be inflated	Bunoge	ʔámmɛ̀	ʔ á m m ɛ̀
560	(e.g. tire, balloon) be inflated	Jamsay_Douentza	píté	p í t é
561	(e.g. tire, balloon) be inflated	Mombo	yá:lé túlé	j áː l é # t ú l é
562	(e.g. tire, balloon) be inflated	Najamba	píbíy	p í b í j
563	(e.g. tire, balloon) be inflated	Najamba	pìbìyè	p ì b ì j è
564	(e.g. tire, balloon) be inflated	Nanga	píríyé	p í r í j é
565	(e.g. tire, balloon) be inflated	Penange	pújúlgè	p ú dʒ ú l ɡ è
566	(e.g. tire, balloon) be inflated	Perge_Tegu	píté	p í t é
567	(e.g. tire, balloon) be inflated	Togo_Kan	pídé	p í d é
568	(e.g. tire, balloon) be inflated	Tommo_So	údú yóó	ú d ú # j óː
569	(e.g. tire, balloon) be inflated	Toro_Tegu	zó	z ó
570	(e.g. tire, balloon) be inflated	Toro_Tegu	zú	z ú
571	(e.g. tire, balloon) be inflated	Yorno_So	újù yó:	ú dʒ ù # j óː
572	(e.g. tire, balloon) be inflated	Donno_So	jǒ:	dʒ ǒː
573	(e.g. tire, balloon) be inflated	Donno_So	jó-è	dʒ ó è
574	(Existential particle, with 'be' and 'have')	Ampari	ǎⁿ	ã̌
575	(Existential particle, with 'be' and 'have')	Bankan_Tey	yá	j á
576	(Existential particle, with 'be' and 'have')	Ben_Tey	yá	j á
577	(Existential particle, with 'be' and 'have')	Bunoge	bò	b ò
578	(Existential particle, with 'be' and 'have')	Dogul_Dom	yò	j ò
579	(Existential particle, with 'be' and 'have')	Jamsay_Douentza	yɛ́	j ɛ́
580	(Existential particle, with 'be' and 'have')	Jamsay_Douentza	yɔ́	j ɔ́
581	(Existential particle, with 'be' and 'have')	Mombo	ò	ò
582	(Existential particle, with 'be' and 'have')	Nanga	yá	j á
583	(Existential particle, with 'be' and 'have')	Penange	ɛ̀	ɛ̀
584	(Existential particle, with 'be' and 'have')	Penange	ɛ̀ⁿ	ɛ̃̀
585	(Existential particle, with 'be' and 'have')	Perge_Tegu	yá	j á
586	(Existential particle, with 'be' and 'have')	Tebul_Ure	yé	j é
587	(Existential particle, with 'be' and 'have')	Tiranige	é	é
588	(Existential particle, with 'be' and 'have')	Tiranige	è	è
589	(Existential particle, with 'be' and 'have')	Togo_Kan	yɛ́	j ɛ́
590	(Existential particle, with 'be' and 'have')	Togo_Kan	yɔ́	j ɔ́
591	(Existential particle, with 'be' and 'have')	Tommo_So	yé	j é
592	(Existential particle, with 'be' and 'have')	Toro_Tegu	á	á
593	(Existential particle, with 'be' and 'have')	Yanda_Dom	yà	j à
594	(Existential particle, with 'be' and 'have')	Yorno_So	yá	j á
595	(Existential particle, with 'be' and 'have')	Donno_So	yɔ́	j ɔ́
596	(Existential particle, with 'be' and 'have')	Donno_So	yí	j í
597	(Existential particle, with 'be' and 'have')	Donno_So	yé	j é
598	(focus morpheme after focalized NP)	Ben_Tey	=m̀	m̀
599	(focus morpheme after focalized NP)	Jamsay_Douentza	=ỳ	j̀
600	(focus morpheme after focalized NP)	Najamba	yà:	j àː
601	(focus morpheme after focalized NP)	Tiranige	yó	j ó
602	(focus morpheme after focalized NP)	Tiranige	wó	w ó
603	(focus morpheme after focalized NP)	Tiranige	=ẁⁿ	w̃̀
604	(focus morpheme after focalized NP)	Tomo_Kan_Segue	yɛ̀	j ɛ̀
605	(focus morpheme after focalized NP)	Toro_Tegu	kɔ̀	k ɔ̀
606	(focus morpheme after focalized NP)	Yorno_So	=y	j
607	(frozen nominal suffixes)	Bunoge	gè	ɡ è
608	(frozen nominal suffixes)	Bunoge	ŋgè	ŋ ɡ è
609	(frozen nominal suffixes)	Penange	ŋge	ŋ ɡ e
610	(frozen nominal suffixes)	Tebul_Ure	gé	ɡ é
611	(frozen nominal suffixes)	Tebul_Ure	go	ɡ o
612	(frozen nominal suffixes)	Tebul_Ure	gɔ	ɡ ɔ
613	(frozen nominal suffixes)	Tebul_Ure	ŋgé	ŋ ɡ é
614	(frozen nominal suffixes)	Tebul_Ure	ŋgɛ́	ŋ ɡ ɛ́
615	(frozen nominal suffixes)	Tebul_Ure	ŋgí	ŋ ɡ í
616	(frozen nominal suffixes)	Tebul_Ure	ŋgó	ŋ ɡ ó
617	(frozen nominal suffixes)	Tiranige	ŋge	ŋ ɡ e
618	(frozen nominal suffixes)	Yanda_Dom	ge	ɡ e
619	(future negative suffix)	Najamba	ndí	n d í
620	(future negative suffix)	Donno_So	-rí	r í
621	(future positive suffix, not also present)	Najamba	m̀bô	m̀ b ô
622	(future positive suffix, not also present)	Togo_Kan	jà sá	dʒ à # s á
623	(future positive suffix, not also present)	Toro_Tegu	yàrà	j à r à
624	(future positive suffix, not also present)	Yanda_Dom	zà	z à
625	(future-time same-subject anterior subordinator, e.g. before imperative)	Ampari	èná	è n á
626	(future-time same-subject anterior subordinator, e.g. before imperative)	Ben_Tey	=náyⁿ	n á j̃
627	(future-time same-subject anterior subordinator, e.g. before imperative)	Bunoge	nè	n è
628	(future-time same-subject anterior subordinator, e.g. before imperative)	Bunoge	nɛ̀	n ɛ̀
629	(future-time same-subject anterior subordinator, e.g. before imperative)	Najamba	nɛ̀	n ɛ̀
630	(future-time same-subject anterior subordinator, e.g. before imperative)	Nanga	gáy	ɡ á j
631	(future-time same-subject anterior subordinator, e.g. before imperative)	Nanga	ndé	n d é
632	(future-time same-subject anterior subordinator, e.g. before imperative)	Penange	nɛ̀	n ɛ̀
633	(future-time same-subject anterior subordinator, e.g. before imperative)	Tebul_Ure	nɛ́	n ɛ́
634	(future-time same-subject anterior subordinator, e.g. before imperative)	Togo_Kan	dè	d è
635	(future-time same-subject anterior subordinator, e.g. before imperative)	Yanda_Dom	ɛ́:	ɛ́ː
636	(future-time same-subject anterior subordinator, e.g. before imperative)	Donno_So	-a:-nì	aː n ì
637	(general imperfective positive suffix, present and future, for all persons)	Penange	bo	b o
638	(general imperfective positive suffix, present and future, for all persons)	Tiranige	bò	b ò
639	(general imperfective positive suffix, present and future, for all persons)	Tiranige	wò	w ò
640	(general imperfective positive suffix, present and future, for all persons)	Togo_Kan	jú	dʒ ú
641	(general imperfective positive suffix, present and future, for all persons)	Togo_Kan	ɲú	ɲ ú
642	(general imperfective positive suffix, present and future, for all persons)	Tomo_Kan_Segue	só	s ó
643	(general imperfective positive suffix, present and future, for all persons)	Yanda_Dom	m̀	m̀
644	(general imperfective positive suffix, present and future, for all persons)	Yorno_So	jɛ̀	dʒ ɛ̀
645	(general imperfective positive suffix, present and future, for all persons)	Donno_So	-dɛ̀	d ɛ̀
646	(general imperfective positive suffix, present and future, for all persons)	Donno_So	-jɛ̀	dʒ ɛ̀
647	(general imperfective positive, present and future, for 1st/2nd persons only)	Ampari	m	m
648	(general imperfective positive, present and future, for 1st/2nd persons only)	Nanga	m̀	m̀
649	(general imperfective positive, present and future, for 1st/2nd persons only)	Tebul_Ure	m̀nɛ̀	m̀ n ɛ̀
650	(general imperfective positive, present and future, for 1st/2nd persons only)	Tebul_Ure	m̀nù	m̀ n ù
651	(general imperfective positive, present and future, for 3Sg only)	Ben_Tey	m̀	m̀
652	(general imperfective positive, present and future, for 3Sg only)	Nanga	ŋ̀	ŋ̀
653	(general imperfective positive, present and future, for 3Sg only)	Tebul_Ure	m̀dɔ̀	m̀ d ɔ̀
654	(hortative negative Sg suffix)	Ben_Tey	rɛ̀ḿ	r ɛ̀ ḿ
655	(hortative negative Sg suffix)	Jamsay_Douentza	ý lám	j́ # l á m
656	(hortative negative Sg suffix)	Najamba	làý	l à j́
657	(hortative negative Sg suffix)	Najamba	nɔ̂:ỳ	n ɔ̂ː j̀
658	(hortative negative Sg suffix)	Nanga	rámá	r á m á
659	(hortative negative Sg suffix)	Nanga	rámàyⁿ	r á m à j̃
660	(hortative negative Sg suffix)	Penange	ndéyⁿ	n d é j̃
661	(hortative negative Sg suffix)	Tebul_Ure	mɔ̂l	m ɔ̂ l
662	(hortative negative Sg suffix)	Tiranige	lâyⁿ	l â j̃
663	(hortative negative Sg suffix)	Togo_Kan	mlé	m l é
664	(hortative negative Sg suffix)	Tomo_Kan_Segue	mìní	m ì n í
665	(hortative negative Sg suffix)	Toro_Tegu	á í	á # í
666	(hortative negative Sg suffix)	Yanda_Dom	mela	m e l a
667	(hortative negative Sg suffix)	Yorno_So	mɔ̀nɔ̀ŋì:	m ɔ̀ n ɔ̀ ŋ ìː
668	(hortative negative Sg suffix)	Donno_So	-nnì	n n ì
669	(hortative positive suffix, for you-Pl and me)	Ampari	ǹyà	ǹ j à
670	(hortative positive suffix, for you-Pl and me)	Ben_Tey	mâyⁿ	m â j̃
671	(hortative positive suffix, for you-Pl and me)	Bunoge	ỳⁿ	j̃̀
672	(hortative positive suffix, for you-Pl and me)	Jamsay_Douentza	mâyⁿ	m â j̃
673	(hortative positive suffix, for you-Pl and me)	Najamba	ỳ	j̀
674	(hortative positive suffix, for you-Pl and me)	Nanga	màyⁿ	m à j̃
675	(hortative positive suffix, for you-Pl and me)	Penange	éyⁿyà	é j̃ j à
676	(hortative positive suffix, for you-Pl and me)	Perge_Tegu	mî:	m îː
677	(hortative positive suffix, for you-Pl and me)	Perge_Tegu	wây	w â j
678	(hortative positive suffix, for you-Pl and me)	Tebul_Ure	mɔ́ǹ	m ɔ́ ǹ
679	(hortative positive suffix, for you-Pl and me)	Tiranige	yàyⁿ	j à j̃
680	(hortative positive suffix, for you-Pl and me)	Togo_Kan	máỳ	m á j̀
681	(hortative positive suffix, for you-Pl and me)	Tomo_Kan_Segue	mà:y	m àː j
682	(hortative positive suffix, for you-Pl and me)	Yanda_Dom	man	m a n
683	(hortative positive suffix, for you-Pl and me)	Yorno_So	mɔ̀y	m ɔ̀ j
684	(hortative positive suffix, for you-Pl and me)	Donno_So	-mɔ-ŋ̀	m ɔ ŋ̀
685	(hortative positive suffix, for you-Sg and me)	Ampari	ǹyà	ǹ j à
686	(hortative positive suffix, for you-Sg and me)	Ben_Tey	ḿ	ḿ
687	(hortative positive suffix, for you-Sg and me)	Bunoge	ỳⁿ	j̃̀
688	(hortative positive suffix, for you-Sg and me)	Jamsay_Douentza	ḿ	ḿ
689	(hortative positive suffix, for you-Sg and me)	Najamba	ý	j́
690	(hortative positive suffix, for you-Sg and me)	Nanga	má	m á
691	(hortative positive suffix, for you-Sg and me)	Penange	éyⁿ	é j̃
692	(hortative positive suffix, for you-Sg and me)	Perge_Tegu	ŋ́	ŋ́
693	(hortative positive suffix, for you-Sg and me)	Tebul_Ure	mɔ́	m ɔ́
694	(hortative positive suffix, for you-Sg and me)	Tiranige	ŷⁿ	j̃̂
695	(hortative positive suffix, for you-Sg and me)	Togo_Kan	má	m á
696	(hortative positive suffix, for you-Sg and me)	Tomo_Kan_Segue	mà	m à
697	(hortative positive suffix, for you-Sg and me)	Yanda_Dom	ma	m a
698	(hortative positive suffix, for you-Sg and me)	Yorno_So	mɔ̀	m ɔ̀
699	(hortative positive suffix, for you-Sg and me)	Donno_So	-mɔ	m ɔ
700	(human plural suffix excluding animals, nouns)	Dogul_Dom	wÈ	w ɛ̀
701	(human plural suffix excluding animals, nouns)	Jamsay_Douentza	m	m
702	(human plural suffix excluding animals, nouns)	Jamsay_Mondoro	m	m
703	(human plural suffix excluding animals, nouns)	Perge_Tegu	m	m
704	(human plural suffix excluding animals, nouns)	Tommo_So	m	m
705	(human plural suffix excluding animals, nouns)	Toro_Tegu	ḿ	ḿ
706	(human plural suffix excluding animals, nouns)	Toro_Tegu	mú	m ú
707	(human plural suffix excluding animals, nouns)	Yorno_So	m	m
708	(human plural suffix excluding animals, nouns)	Mombo	-ŋge	ŋ ɡ e
709	(human plural suffix excluding animals, nouns)	Mombo	'-ge	� ɡ e
710	(human plural suffix excluding animals, nouns)	Donno_So	-ŋ	ŋ
711	(human singular suffix excluding animals, nouns)	Jamsay_Douentza	n	n
712	(human singular suffix excluding animals, nouns)	Jamsay_Mondoro	n	n
713	(human singular suffix excluding animals, nouns)	Perge_Tegu	n	n
714	(human singular suffix excluding animals, nouns)	Perge_Tegu	rⁿu	r̃ u
715	(human singular suffix excluding animals, nouns)	Tommo_So	nɛ	n ɛ
716	(human singular suffix excluding animals, nouns)	Toro_Tegu	ń	ń
717	(human singular suffix excluding animals, nouns)	Toro_Tegu	nú	n ú
718	(human singular suffix excluding animals, nouns)	Toro_Tegu	rⁿú	r̃ ú
719	(human singular suffix excluding animals, nouns)	Yorno_So	nɛ́	n ɛ́
720	(human singular suffix excluding animals, nouns)	Donno_So	-nɔ	n ɔ
721	(human singular suffix excluding animals, nouns)	Donno_So	-nɛ	n ɛ
722	(human singular suffix excluding animals, nouns)	Donno_So	-na	n a
723	(Imperative positive Pl suffix)	Ben_Tey	ǹ	ǹ
724	(Imperative positive Pl suffix)	Ben_Tey	nì	n ì
725	(Imperative positive Pl suffix)	Bunoge	y	j
726	(Imperative positive Pl suffix)	Jamsay_Douentza	ỳ	j̀
727	(Imperative positive Pl suffix)	Najamba	m̀	m̀
728	(Imperative positive Pl suffix)	Nanga	ndì	n d ì
729	(Imperative positive Pl suffix)	Penange	áyⁿ	á j̃
730	(Imperative positive Pl suffix)	Perge_Tegu	ỳ	j̀
731	(Imperative positive Pl suffix)	Tebul_Ure	ǹ	ǹ
732	(Imperative positive Pl suffix)	Tiranige	ŷⁿ	j̃̂
733	(Imperative positive Pl suffix)	Togo_Kan	ỳ	j̀
734	(Imperative positive Pl suffix)	Tomo_Kan_Segue	y	j
735	(Imperative positive Pl suffix)	Yanda_Dom	ǹ	ǹ
736	(Imperative positive Pl suffix)	Yorno_So	ỳ	j̀
737	(Imperative positive Pl suffix)	Donno_So	-ŋ̀	ŋ̀
738	(imperfective negative for 3Sg only)	Ampari	ro	r o
739	(imperfective negative for 3Sg only)	Nanga	ŋɔ̀:	ŋ ɔ̀ː
740	(imperfective negative for 3Sg only)	Penange	ndí	n d í
741	(imperfective negative for 3Sg only)	Tebul_Ure	ŋgò:	ŋ ɡ òː
742	(imperfective negative for 3Sg only)	Yanda_Dom	nán	n á n
