ID,CONCEPT,DOCULECT,COUNTERPART
490,"(causative suffix, with minor variants parenthesized)",Yanda_Dom,mɔ́
491,"(causative suffix, with minor variants parenthesized)",Mombo,-mì
492,"(causative suffix, with minor variants parenthesized)",Tomo_Kan_Diangassagou,-mí
493,"(causative suffix, with minor variants parenthesized)",Donno_So,-mv
494,"(causative suffix, with minor variants parenthesized)",Donno_So,-gvlv
495,(Dative postposition),Ampari,ga
496,(Dative postposition),Ben_Tey,mà:
497,(Dative postposition),Ben_Tey,mâ:
498,(Dative postposition),Jamsay_Douentza,lè
499,(Dative postposition),Najamba,mà
500,(Dative postposition),Nanga,bay
501,(Dative postposition),Perge_Tegu,lè
502,(Dative postposition),Togo_Kan,=ǹ
503,(Dative postposition),Togo_Kan,nì
504,(Dative postposition),Tomo_Kan_Segue,ló
505,(Dative postposition),Tomo_Kan_Segue,wá
506,(Dative postposition),Toro_Tegu,dé
507,(Dative postposition),Toro_Tegu,dè
508,(Dative postposition),Yanda_Dom,bènà
509,(Dative postposition),Yorno_So,le
510,(Dative postposition),Tebul_Ure,bènè
511,(Dative postposition),Donno_So,lè
512,"(definite, invariant morpheme)",Ben_Tey,kù
513,"(definite, invariant morpheme)",Bunoge,nɔ̀
514,"(definite, invariant morpheme)",Jamsay_Douentza,kùⁿ
515,"(definite, invariant morpheme)",Penange,è
516,"(definite, invariant morpheme)",Perge_Tegu,kùⁿ
517,"(definite, invariant morpheme)",Perge_Tegu,ŋ̀
518,"(definite, invariant morpheme)",Tebul_Ure,ǹ
519,"(definite, invariant morpheme)",Tiranige,rì
520,"(definite, invariant morpheme)",Yorno_So,gɔ̀
521,"(definite, invariant morpheme)",Yorno_So,ŋɛ̀
522,"(definite, invariant morpheme)",Dogul_Dom,ŋ̀
523,"(definite, invariant morpheme)",Donno_So,gɔ̀
524,"(definite, invariant morpheme)",Donno_So,ɔ̀
525,"(definite, showing agreement, all forms)",Nanga,nɛ́
526,"(definite, showing agreement, all forms)",Toro_Tegu,kúnú
527,"(definite, showing agreement, all forms)",Yanda_Dom,gɛ̀
528,"(defocalized simple perfective: ending, tone)",Tebul_Ure,ɛ̀:
529,"(defocalized simple perfective: ending, tone)",Toro_Tegu,sɔ̀
530,(e.g. bird) fly,Ampari,kíríyò
531,(e.g. bird) fly,Bankan_Tey,kísíyé
532,(e.g. bird) fly,Ben_Tey,kísíyé
533,(e.g. bird) fly,Bunoge,píllè
534,(e.g. bird) fly,Gourou,píré
535,(e.g. bird) fly,Jamsay_Douentza,círé
536,(e.g. bird) fly,Mombo,pílyê:
537,(e.g. bird) fly,Najamba,pílíy
538,(e.g. bird) fly,Najamba,pìlìyè
539,(e.g. bird) fly,Najamba,píríy
540,(e.g. bird) fly,Najamba,pìrìyè
541,(e.g. bird) fly,Nanga,kísíyé
542,(e.g. bird) fly,Penange,pírígè
543,(e.g. bird) fly,Perge_Tegu,kíríyé
544,(e.g. bird) fly,Tebul_Ure,cíllí:
545,(e.g. bird) fly,Tiranige,pílíyó
546,(e.g. bird) fly,Togo_Kan,kìrí kírì:
547,(e.g. bird) fly,Tommo_So,kíílíyé
548,(e.g. bird) fly,Toro_Tegu,círó
549,(e.g. bird) fly,Toro_Tegu,círú
550,(e.g. bird) fly,Yanda_Dom,kílíyé
551,(e.g. bird) fly,Yanda_Dom,kílíyélì
552,(e.g. bird) fly,Yorno_So,kílɛ́:
553,(e.g. bird) fly,Yorno_So,kílí:
554,(e.g. bird) fly,Donno_So,kíl-è:-
555,(e.g. bird) fly,Donno_So,kíl-ì-ỳ
556,"(e.g. tire, balloon) be inflated",Bangime,píndù pìndù
557,"(e.g. tire, balloon) be inflated",Bankan_Tey,bá
558,"(e.g. tire, balloon) be inflated",Ben_Tey,píté
559,"(e.g. tire, balloon) be inflated",Bunoge,ʔámmɛ̀
560,"(e.g. tire, balloon) be inflated",Jamsay_Douentza,píté
561,"(e.g. tire, balloon) be inflated",Mombo,yá:lé túlé
562,"(e.g. tire, balloon) be inflated",Najamba,píbíy
563,"(e.g. tire, balloon) be inflated",Najamba,pìbìyè
564,"(e.g. tire, balloon) be inflated",Nanga,píríyé
565,"(e.g. tire, balloon) be inflated",Penange,pújúlgè
566,"(e.g. tire, balloon) be inflated",Perge_Tegu,píté
567,"(e.g. tire, balloon) be inflated",Togo_Kan,pídé
568,"(e.g. tire, balloon) be inflated",Tommo_So,údú yóó
569,"(e.g. tire, balloon) be inflated",Toro_Tegu,zó
570,"(e.g. tire, balloon) be inflated",Toro_Tegu,zú
571,"(e.g. tire, balloon) be inflated",Yorno_So,újù yó:
572,"(e.g. tire, balloon) be inflated",Donno_So,jǒ:
573,"(e.g. tire, balloon) be inflated",Donno_So,jó-è
574,"(Existential particle, with 'be' and 'have')",Ampari,ǎⁿ
575,"(Existential particle, with 'be' and 'have')",Bankan_Tey,yá
576,"(Existential particle, with 'be' and 'have')",Ben_Tey,yá
577,"(Existential particle, with 'be' and 'have')",Bunoge,bò
578,"(Existential particle, with 'be' and 'have')",Dogul_Dom,yò
579,"(Existential particle, with 'be' and 'have')",Jamsay_Douentza,yɛ́
580,"(Existential particle, with 'be' and 'have')",Jamsay_Douentza,yɔ́
581,"(Existential particle, with 'be' and 'have')",Mombo,ò
582,"(Existential particle, with 'be' and 'have')",Nanga,yá
583,"(Existential particle, with 'be' and 'have')",Penange,ɛ̀
584,"(Existential particle, with 'be' and 'have')",Penange,ɛ̀ⁿ
585,"(Existential particle, with 'be' and 'have')",Perge_Tegu,yá
586,"(Existential particle, with 'be' and 'have')",Tebul_Ure,yé
587,"(Existential particle, with 'be' and 'have')",Tiranige,é
588,"(Existential particle, with 'be' and 'have')",Tiranige,è
589,"(Existential particle, with 'be' and 'have')",Togo_Kan,yɛ́
590,"(Existential particle, with 'be' and 'have')",Togo_Kan,yɔ́
591,"(Existential particle, with 'be' and 'have')",Tommo_So,yé
592,"(Existential particle, with 'be' and 'have')",Toro_Tegu,á
593,"(Existential particle, with 'be' and 'have')",Yanda_Dom,yà
594,"(Existential particle, with 'be' and 'have')",Yorno_So,yá
595,"(Existential particle, with 'be' and 'have')",Donno_So,yɔ́
596,"(Existential particle, with 'be' and 'have')",Donno_So,yí
597,"(Existential particle, with 'be' and 'have')",Donno_So,yé
598,(focus morpheme after focalized NP),Ben_Tey,=m̀
599,(focus morpheme after focalized NP),Jamsay_Douentza,=ỳ
600,(focus morpheme after focalized NP),Najamba,yà:
601,(focus morpheme after focalized NP),Tiranige,yó
602,(focus morpheme after focalized NP),Tiranige,wó
603,(focus morpheme after focalized NP),Tiranige,=ẁⁿ
604,(focus morpheme after focalized NP),Tomo_Kan_Segue,yɛ̀
605,(focus morpheme after focalized NP),Toro_Tegu,kɔ̀
606,(focus morpheme after focalized NP),Yorno_So,=y
607,(frozen nominal suffixes),Bunoge,gè
608,(frozen nominal suffixes),Bunoge,ŋgè
609,(frozen nominal suffixes),Penange,ŋge
610,(frozen nominal suffixes),Tebul_Ure,gé
611,(frozen nominal suffixes),Tebul_Ure,go
612,(frozen nominal suffixes),Tebul_Ure,gɔ
613,(frozen nominal suffixes),Tebul_Ure,ŋgé
614,(frozen nominal suffixes),Tebul_Ure,ŋgɛ́
615,(frozen nominal suffixes),Tebul_Ure,ŋgí
616,(frozen nominal suffixes),Tebul_Ure,ŋgó
617,(frozen nominal suffixes),Tiranige,ŋge
618,(frozen nominal suffixes),Yanda_Dom,ge
619,(future negative suffix),Najamba,ndí
620,(future negative suffix),Donno_So,-rí
621,"(future positive suffix, not also present)",Najamba,m̀bô
622,"(future positive suffix, not also present)",Togo_Kan,jà sá
623,"(future positive suffix, not also present)",Toro_Tegu,yàrà
624,"(future positive suffix, not also present)",Yanda_Dom,zà
625,"(future-time same-subject anterior subordinator, e.g. before imperative)",Ampari,èná
626,"(future-time same-subject anterior subordinator, e.g. before imperative)",Ben_Tey,=náyⁿ
627,"(future-time same-subject anterior subordinator, e.g. before imperative)",Bunoge,nè
628,"(future-time same-subject anterior subordinator, e.g. before imperative)",Bunoge,nɛ̀
629,"(future-time same-subject anterior subordinator, e.g. before imperative)",Najamba,nɛ̀
630,"(future-time same-subject anterior subordinator, e.g. before imperative)",Nanga,gáy
631,"(future-time same-subject anterior subordinator, e.g. before imperative)",Nanga,ndé
632,"(future-time same-subject anterior subordinator, e.g. before imperative)",Penange,nɛ̀
633,"(future-time same-subject anterior subordinator, e.g. before imperative)",Tebul_Ure,nɛ́
634,"(future-time same-subject anterior subordinator, e.g. before imperative)",Togo_Kan,dè
635,"(future-time same-subject anterior subordinator, e.g. before imperative)",Yanda_Dom,ɛ́:
636,"(future-time same-subject anterior subordinator, e.g. before imperative)",Donno_So,-a:-nì
637,"(general imperfective positive suffix, present and future, for all persons)",Penange,bo
638,"(general imperfective positive suffix, present and future, for all persons)",Tiranige,bò
639,"(general imperfective positive suffix, present and future, for all persons)",Tiranige,wò
640,"(general imperfective positive suffix, present and future, for all persons)",Togo_Kan,jú
641,"(general imperfective positive suffix, present and future, for all persons)",Togo_Kan,ɲú
642,"(general imperfective positive suffix, present and future, for all persons)",Tomo_Kan_Segue,só
643,"(general imperfective positive suffix, present and future, for all persons)",Yanda_Dom,m̀
644,"(general imperfective positive suffix, present and future, for all persons)",Yorno_So,jɛ̀
645,"(general imperfective positive suffix, present and future, for all persons)",Donno_So,-dɛ̀
646,"(general imperfective positive suffix, present and future, for all persons)",Donno_So,-jɛ̀
647,"(general imperfective positive, present and future, for 1st/2nd persons only)",Ampari,m
648,"(general imperfective positive, present and future, for 1st/2nd persons only)",Nanga,m̀
649,"(general imperfective positive, present and future, for 1st/2nd persons only)",Tebul_Ure,m̀nɛ̀
650,"(general imperfective positive, present and future, for 1st/2nd persons only)",Tebul_Ure,m̀nù
651,"(general imperfective positive, present and future, for 3Sg only)",Ben_Tey,m̀
652,"(general imperfective positive, present and future, for 3Sg only)",Nanga,ŋ̀
653,"(general imperfective positive, present and future, for 3Sg only)",Tebul_Ure,m̀dɔ̀
654,(hortative negative Sg suffix),Ben_Tey,rɛ̀ḿ
655,(hortative negative Sg suffix),Jamsay_Douentza,ý lám
656,(hortative negative Sg suffix),Najamba,làý
657,(hortative negative Sg suffix),Najamba,nɔ̂:ỳ
658,(hortative negative Sg suffix),Nanga,rámá
659,(hortative negative Sg suffix),Nanga,rámàyⁿ
660,(hortative negative Sg suffix),Penange,ndéyⁿ
661,(hortative negative Sg suffix),Tebul_Ure,mɔ̂l
662,(hortative negative Sg suffix),Tiranige,lâyⁿ
663,(hortative negative Sg suffix),Togo_Kan,mlé
664,(hortative negative Sg suffix),Tomo_Kan_Segue,mìní
665,(hortative negative Sg suffix),Toro_Tegu,á í
666,(hortative negative Sg suffix),Yanda_Dom,mela
667,(hortative negative Sg suffix),Yorno_So,mɔ̀nɔ̀ŋì:
668,(hortative negative Sg suffix),Donno_So,-nnì
669,"(hortative positive suffix, for you-Pl and me)",Ampari,ǹyà
670,"(hortative positive suffix, for you-Pl and me)",Ben_Tey,mâyⁿ
671,"(hortative positive suffix, for you-Pl and me)",Bunoge,ỳⁿ
672,"(hortative positive suffix, for you-Pl and me)",Jamsay_Douentza,mâyⁿ
673,"(hortative positive suffix, for you-Pl and me)",Najamba,ỳ
674,"(hortative positive suffix, for you-Pl and me)",Nanga,màyⁿ
675,"(hortative positive suffix, for you-Pl and me)",Penange,éyⁿyà
676,"(hortative positive suffix, for you-Pl and me)",Perge_Tegu,mî:
677,"(hortative positive suffix, for you-Pl and me)",Perge_Tegu,wây
678,"(hortative positive suffix, for you-Pl and me)",Tebul_Ure,mɔ́ǹ
679,"(hortative positive suffix, for you-Pl and me)",Tiranige,yàyⁿ
680,"(hortative positive suffix, for you-Pl and me)",Togo_Kan,máỳ
681,"(hortative positive suffix, for you-Pl and me)",Tomo_Kan_Segue,mà:y
682,"(hortative positive suffix, for you-Pl and me)",Yanda_Dom,man
683,"(hortative positive suffix, for you-Pl and me)",Yorno_So,mɔ̀y
684,"(hortative positive suffix, for you-Pl and me)",Donno_So,-mɔ-ŋ̀
685,"(hortative positive suffix, for you-Sg and me)",Ampari,ǹyà
686,"(hortative positive suffix, for you-Sg and me)",Ben_Tey,ḿ
687,"(hortative positive suffix, for you-Sg and me)",Bunoge,ỳⁿ
688,"(hortative positive suffix, for you-Sg and me)",Jamsay_Douentza,ḿ
689,"(hortative positive suffix, for you-Sg and me)",Najamba,ý
690,"(hortative positive suffix, for you-Sg and me)",Nanga,má
691,"(hortative positive suffix, for you-Sg and me)",Penange,éyⁿ
692,"(hortative positive suffix, for you-Sg and me)",Perge_Tegu,ŋ́
693,"(hortative positive suffix, for you-Sg and me)",Tebul_Ure,mɔ́
694,"(hortative positive suffix, for you-Sg and me)",Tiranige,ŷⁿ
695,"(hortative positive suffix, for you-Sg and me)",Togo_Kan,má
696,"(hortative positive suffix, for you-Sg and me)",Tomo_Kan_Segue,mà
697,"(hortative positive suffix, for you-Sg and me)",Yanda_Dom,ma
698,"(hortative positive suffix, for you-Sg and me)",Yorno_So,mɔ̀
699,"(hortative positive suffix, for you-Sg and me)",Donno_So,-mɔ
700,"(human plural suffix excluding animals, nouns)",Dogul_Dom,wÈ
701,"(human plural suffix excluding animals, nouns)",Jamsay_Douentza,m
702,"(human plural suffix excluding animals, nouns)",Jamsay_Mondoro,m
703,"(human plural suffix excluding animals, nouns)",Perge_Tegu,m
704,"(human plural suffix excluding animals, nouns)",Tommo_So,m
705,"(human plural suffix excluding animals, nouns)",Toro_Tegu,ḿ
706,"(human plural suffix excluding animals, nouns)",Toro_Tegu,mú
707,"(human plural suffix excluding animals, nouns)",Yorno_So,m
708,"(human plural suffix excluding animals, nouns)",Mombo,-ŋge
709,"(human plural suffix excluding animals, nouns)",Mombo,'-ge
710,"(human plural suffix excluding animals, nouns)",Donno_So,-ŋ
711,"(human singular suffix excluding animals, nouns)",Jamsay_Douentza,n
712,"(human singular suffix excluding animals, nouns)",Jamsay_Mondoro,n
713,"(human singular suffix excluding animals, nouns)",Perge_Tegu,n
714,"(human singular suffix excluding animals, nouns)",Perge_Tegu,rⁿu
715,"(human singular suffix excluding animals, nouns)",Tommo_So,nɛ
716,"(human singular suffix excluding animals, nouns)",Toro_Tegu,ń
717,"(human singular suffix excluding animals, nouns)",Toro_Tegu,nú
718,"(human singular suffix excluding animals, nouns)",Toro_Tegu,rⁿú
719,"(human singular suffix excluding animals, nouns)",Yorno_So,nɛ́
720,"(human singular suffix excluding animals, nouns)",Donno_So,-nɔ
721,"(human singular suffix excluding animals, nouns)",Donno_So,-nɛ
722,"(human singular suffix excluding animals, nouns)",Donno_So,-na
723,(Imperative positive Pl suffix),Ben_Tey,ǹ
724,(Imperative positive Pl suffix),Ben_Tey,nì
725,(Imperative positive Pl suffix),Bunoge,y
726,(Imperative positive Pl suffix),Jamsay_Douentza,ỳ
727,(Imperative positive Pl suffix),Najamba,m̀
728,(Imperative positive Pl suffix),Nanga,ndì
729,(Imperative positive Pl suffix),Penange,áyⁿ
730,(Imperative positive Pl suffix),Perge_Tegu,ỳ
731,(Imperative positive Pl suffix),Tebul_Ure,ǹ
732,(Imperative positive Pl suffix),Tiranige,ŷⁿ
733,(Imperative positive Pl suffix),Togo_Kan,ỳ
734,(Imperative positive Pl suffix),Tomo_Kan_Segue,y
735,(Imperative positive Pl suffix),Yanda_Dom,ǹ
736,(Imperative positive Pl suffix),Yorno_So,ỳ
737,(Imperative positive Pl suffix),Donno_So,-ŋ̀
738,(imperfective negative for 3Sg only),Ampari,ro
739,(imperfective negative for 3Sg only),Nanga,ŋɔ̀:
740,(imperfective negative for 3Sg only),Penange,ndí
741,(imperfective negative for 3Sg only),Tebul_Ure,ŋgò:
742,(imperfective negative for 3Sg only),Yanda_Dom,nán
743,(imperfective negative for 3Sg only),Yanda_Dom,rán
744,(imperfective negative stem for 1st/2nd persons only),Ampari,nù
745,(imperfective negative stem for 1st/2nd persons only),Nanga,ŋɔ̀
746,(imperfective negative stem for 1st/2nd persons only),Penange,lì
747,(imperfective negative stem for 1st/2nd persons only),Tebul_Ure,ŋì
748,(imperfective negative stem for 1st/2nd persons only),Tebul_Ure,ŋù
749,(imperfective negative stem for 1st/2nd persons only),Yanda_Dom,náɲ
750,(imperfective negative stem for 1st/2nd persons only),Yanda_Dom,ráɲ
751,"(imperfective negative suffix, all persons)",Ampari,rù
752,"(imperfective negative suffix, all persons)",Ben_Tey,dó
753,"(imperfective negative suffix, all persons)",Bunoge,lɔ̀
754,"(imperfective negative suffix, all persons)",Jamsay_Douentza,gó
755,"(imperfective negative suffix, all persons)",Jamsay_Mondoro,gó
756,"(imperfective negative suffix, all persons)",Najamba,ndi
757,"(imperfective negative suffix, all persons)",Nanga,ŋɔ̀
758,"(imperfective negative suffix, all persons)",Perge_Tegu,ló
759,"(imperfective negative suffix, all persons)",Tiranige,râ
760,"(imperfective negative suffix, all persons)",Togo_Kan,rò
761,"(imperfective negative suffix, all persons)",Tommo_So,lè
762,"(imperfective negative suffix, all persons)",Toro_Tegu,nó
763,"(imperfective negative suffix, all persons)",Toro_Tegu,rⁿó
764,"(imperfective negative suffix, all persons)",Yanda_Dom,nán
765,"(imperfective negative suffix, all persons)",Yanda_Dom,rán
766,"(imperfective negative suffix, all persons)",Yorno_So,lɛ̀
767,"(imperfective negative suffix, all persons)",Donno_So,-ɛ̀lɛ̀
768,"(inanimate singular suffix, nouns)",Najamba,go
769,"(inanimate singular suffix, nouns)",Najamba,ŋge
770,"(inanimate singular suffix, nouns)",Najamba,ŋgo
771,"(inanimate singular suffix, nouns)",Tebul_Ure,go
772,"(inanimate singular suffix, nouns)",Tebul_Ure,gɔ
773,"(indirect hortative suffix distinct from regular hortative, as in 'he said, let's go!')",Nanga,ŋ́
774,"(indirect hortative suffix distinct from regular hortative, as in 'he said, let's go!')",Tebul_Ure,ḿ
775,"(indirect imperative suffix distinct from regular imperative, as in 'may God...')",Ampari,é
776,"(indirect imperative suffix distinct from regular imperative, as in 'may God...')",Ben_Tey,ý
777,"(indirect imperative suffix distinct from regular imperative, as in 'may God...')",Ben_Tey,ỳ
778,"(indirect imperative suffix distinct from regular imperative, as in 'may God...')",Bunoge,yè
779,"(indirect imperative suffix distinct from regular imperative, as in 'may God...')",Bunoge,yɛ̀
780,"(indirect imperative suffix distinct from regular imperative, as in 'may God...')",Najamba,ná
781,"(indirect imperative suffix distinct from regular imperative, as in 'may God...')",Nanga,y
782,"(indirect imperative suffix distinct from regular imperative, as in 'may God...')",Tebul_Ure,ý
783,"(indirect imperative suffix distinct from regular imperative, as in 'may God...')",Tebul_Ure,lú
784,(Instrumental postposition),Ampari,ró
785,(Instrumental postposition),Ben_Tey,ɲâyⁿ
786,(Instrumental postposition),Bunoge,ndò
787,(Instrumental postposition),Jamsay_Douentza,lè
788,(Instrumental postposition),Najamba,mà
789,(Instrumental postposition),Nanga,yàŋà
790,(Instrumental postposition),Nanga,ỳŋà
791,(Instrumental postposition),Penange,ní
792,(Instrumental postposition),Tebul_Ure,ní:
793,(Instrumental postposition),Tebul_Ure,nì:
794,(Instrumental postposition),Tiranige,yà
795,(Instrumental postposition),Togo_Kan,bè
796,(Instrumental postposition),Tomo_Kan_Diangassagou,húⁿ
797,(Instrumental postposition),Tomo_Kan_Segue,ló
798,(Instrumental postposition),Toro_Tegu,sì:
799,(Instrumental postposition),Toro_Tegu,sǐ:
800,(Instrumental postposition),Yanda_Dom,mì
801,(Instrumental postposition),Yanda_Dom,mí:
802,(Instrumental postposition),Yorno_So,le
803,(Instrumental postposition),Dogul_Dom,yàŋ
804,(Instrumental postposition),Donno_So,lè
805,"(Locative, basic postposition)",Ampari,ga
806,"(Locative, basic postposition)",Ben_Tey,wo
807,"(Locative, basic postposition)",Bunoge,à
808,"(Locative, basic postposition)",Bunoge,mbà
809,"(Locative, basic postposition)",Bunoge,ndò
810,"(Locative, basic postposition)",Jamsay_Douentza,lè
811,"(Locative, basic postposition)",Najamba,mà
812,"(Locative, basic postposition)",Nanga,gà
813,"(Locative, basic postposition)",Nanga,gò
814,"(Locative, basic postposition)",Nanga,gɔ̀
815,"(Locative, basic postposition)",Nanga,ŋà
816,"(Locative, basic postposition)",Nanga,ŋò
817,"(Locative, basic postposition)",Nanga,ŋɔ̀
818,"(Locative, basic postposition)",Penange,bà
819,"(Locative, basic postposition)",Perge_Tegu,wà bɛ̀rɛ̂:
820,"(Locative, basic postposition)",Tebul_Ure,nɛ̀
821,"(Locative, basic postposition)",Tiranige,yà
822,"(Locative, basic postposition)",Tiranige,ŋà
823,"(Locative, basic postposition)",Togo_Kan,bîn
824,"(Locative, basic postposition)",Togo_Kan,bínì
